,ISBN,title,series,author,rating,genre,publish_company,format,number_of_pages,publish_month,publish_year,NYT_bestseller,top5,length_of_title,top_authors
1270,9781250186928,Artificial Condition,1,Martha Wells,4.28,science-fiction,Tor.com,Hardcover,158,May,2018,0.0,0,20,0
1271,9781534305106,"Paper Girls, Vol. 4",1,Brian K. Vaughan,4.17,sequential-art,Image Comics,Paperback,128,April,2018,0.0,0,19,0
1272,9780735219458,The Friend,0,Sigrid Nunez,3.8,fiction,Riverhead Books ,Paperback,224,February,2019,0.0,0,10,0
1273,9781472115072,Space Opera,1,Catherynne M. Valente,3.51,science-fiction,Corsair ,Hardcover,352,October,2018,0.0,0,11,0
1274,9781101966563,Jane Seymour: The Haunted Queen,1,Alison Weir,4.13,historical,Penguin Random House,Paperback,560,May,2018,0.0,1,31,0
1275,9780062741776,About That Kiss,1,Jill Shalvis,4.04,romance,Harper Collins,Mass Market Paperback,349,January,2018,0.0,1,15,0
1276,9780062655998,Brave,0,Rose McGowan,3.82,non-fiction,Harper Collins,ebook,272,January,2018,0.0,1,5,0
1277,9781250147073,Indecent,0,Corinne Sullivan,3.22,fiction,Wednesday Books,Hardcover,304,March,2018,0.0,0,8,0
1278,9781250138828,Let's Talk About Love,0,Claire Kann,3.81,young-adult,Swoon Reads,ebook,304,January,2018,0.0,0,21,0
1279,9781338111033,City of Ghosts,1,Victoria Schwab,3.95,fantasy,Scholastic,ebook,272,August,2018,0.0,0,14,0
1280,9781986349192,Escort,0,Skye Warren,3.75,romance,CreateSpace ,Paperback,258,March,2018,0.0,0,6,0
1281,9781335470454,All Out: The No-Longer-Secret Stories of Queer Teens Throughout the Ages,0,Saundra Mitchell,3.99,short-stories,Harper Collins,Hardcover,368,February,2018,0.0,1,72,0
1282,9780062389923,Sunburn,0,Laura Lippman,3.49,mystery,Harper Collins,Hardcover,292,February,2018,0.0,1,7,0
1283,9781250141293,Number One Chinese Restaurant,0,Lillian Li,3.05,fiction,Henry Holt & Co,Hardcover,290,June,2018,0.0,0,29,0
1284,9781250122995,Of Blood and Bone,1,Nora Roberts,4.31,fantasy,Macmillan,Hardcover,453,December,2018,0.0,1,17,1
1285,9780062795328,The Lady's Guide to Petticoats and Piracy,1,Mackenzi Lee,4.14,historical,Harper Collins,Hardcover,450,October,2018,0.0,1,41,0
1286,9781503901902,A Killer's Mind,1,Mike Omer,4.18,mystery,Thomas & Mercer,Hardcover,380,August,2018,0.0,0,15,0
1287,9781538728758,Russian Roulette: The Inside Story of Putin's War on America and the Election of Donald Trump,0,Michael Isikoff,4.26,politics,Twelve,Hardcover,352,March,2018,0.0,0,93,0
1288,9781912240036,Animal Lovers,0,Rob Palk,3.91,fiction,Sandstone Press,Paperback,304,February,2018,0.0,0,13,0
1289,9780316523172,"Dopesick: Dealers, Doctors, and the Drug Company that Addicted America",0,Beth Macy,4.14,non-fiction,Hachette,Hardcover,384,August,2018,0.0,1,70,0
1290,9780385542722,Fruit of the Drunken Tree,0,Ingrid Rojas Contreras,3.94,fiction,Penguin Random House,Hardcover,304,July,2018,0.0,1,25,0
1291,9780062433978,Noir,0,Christopher Moore,3.78,fiction,Harper Collins,Hardcover,339,April,2018,0.0,1,4,0
1292,9780735224636,The Witch Elm,0,Tana French,3.55,mystery,Penguin Random House,ebook,464,October,2018,0.0,1,13,0
1293,9780734418227,Wundersmith: The Calling of Morrigan Crow,1,Jessica  Townsend,4.52,fantasy,Lothian Children's Books ,Paperback,467,October,2018,0.0,0,41,0
1294,9781580056779,So You Want to Talk About Race,0,Ijeoma Oluo,4.52,non-fiction,Seal Press,Hardcover,248,January,2018,0.0,0,30,0
1295,9780316293938,How It Happened,0,Michael Koryta,3.8,mystery,Hachette,Hardcover,359,May,2018,0.0,1,15,0
1296,9781250171085,When They Call You a Terrorist: A Black Lives Matter Memoir,0,Patrisse Khan-Cullors,4.49,non-fiction,Macmillan,Hardcover,257,January,2018,0.0,1,59,0
1297,9780399553929,Neverworld Wake,0,Marisha Pessl,3.78,young-adult,Penguin Random House,Hardcover,328,June,2018,0.0,1,15,0
1298,9781481462358,Robots vs. Fairies,0,Dominik Parisien,3.82,fantasy,Gallery / Saga Press,Paperback,384,January,2018,0.0,0,18,0
1299,9781984823014,A Ladder to the Sky,0,John Boyne,4.24,fiction,Hogarth Press ,Hardcover,366,November,2018,0.0,0,19,0
1300,9781250191786,Rogue Protocol,1,Martha Wells,4.28,science-fiction,Tor.com,Hardcover,158,August,2018,0.0,0,14,0
1301,9780062671172,A Thousand Beginnings and Endings,0,Ellen Oh,3.79,fantasy,Greenwillow Books,ebook,336,June,2018,0.0,0,33,0
1302,9781534304734,"The Wicked + The Divine, Vol. 6: Imperial Phase, Part II",1,Kieron Gillen,4.08,sequential-art,Image Comics,Paperback,168,January,2018,0.0,0,56,0
1303,9780997633641,Alphas Like Us,1,Krista Ritchie,4.32,romance,,ebook,489,March,2018,0.0,0,14,0
1304,9781481499101,American Panda,0,Gloria Chao,3.84,young-adult,Simon & Schuster,Hardcover,311,February,2018,0.0,1,14,0
1305,9781542048279,The Storyteller's Secret,0,Sejal Badani,4.4,fiction,Lake Union Publishing,Paperback,400,September,2018,0.0,0,24,0
1306,9781501962295,Promise Not to Tell,1,Jayne Ann Krentz,4.08,romance,"Recorded Books, Inc.",Audio CD,10,January,2018,0.0,0,19,0
1307,9781503951822,The Tuscan Child,0,Rhys Bowen,3.96,historical,Lake Union Publishing,Hardcover,336,February,2018,0.0,0,16,0
1308,9780316176637,Transcription,0,Kate Atkinson,3.51,historical,Hachette,Hardcover,343,September,2018,0.0,1,13,0
1309,9781492665274,Bellewether,0,Susanna Kearsley,3.94,historical,Sourcebooks Landmark ,Hardcover,448,August,2018,0.0,0,11,0
1310,9781481494939,An Easy Death,1,Charlaine Harris,3.81,fantasy,Pocket Books ,Paperback,336,July,2019,0.0,0,13,0
1311,9781524742058,Look For Me,1,Lisa Gardner,3.99,mystery,Dutton,Hardcover,392,February,2018,0.0,0,11,0
1312,9780062686145,Two Dark Reigns,1,Kendare Blake,4.06,fantasy,Harper Collins,Hardcover,464,September,2018,0.0,1,15,0
1313,9780062433282,Inkmistress,1,Audrey Coulthurst,3.77,fantasy,Harper Collins,Hardcover,393,March,2018,0.0,1,11,0
1314,9781250137210,In Bed with the Beast,1,Tara Sivec,4.09,romance,Swerve,ebook,304,June,2018,0.0,0,21,0
1315,9781250159892,This Fallen Prey,1,Kelley Armstrong,4.08,mystery,Macmillan,Hardcover,359,February,2018,0.0,1,16,0
1316,9781501169038,The Map of Salt and Stars,0,Zeyn Joukhadar,3.89,historical,Simon & Schuster,Hardcover,361,May,2018,0.0,1,25,0
1317,9781250107886,Not That I Could Tell,0,Jessica Strawser,3.53,mystery,Macmillan,Hardcover,320,March,2018,0.0,1,21,0
1318,9780525622130,Last Shot: A Han and Lando Novel,1,Daniel José Older,3.36,media-tie-in,Del Rey,Hardcover,344,April,2018,0.0,0,32,0
1319,9780399548017,Wildcard,1,Marie Lu,4.0,young-adult,Penguin Random House,ebook,352,September,2018,0.0,1,8,0
1320,9780399549694,Catwoman: Soulstealer,1,Sarah J. Maas,4.13,young-adult,Penguin Random House,Hardcover,384,August,2018,0.0,1,21,0
1321,9781501162411,Desperate Girls,1,Laura Griffin,3.95,romance,Simon & Schuster,Paperback,368,August,2018,0.0,1,15,0
1322,9780571325443,Hero at the Fall,1,Alwyn Hamilton,4.37,fantasy,Faber & Faber ,ebook,419,January,2018,0.0,0,16,0
1323,9780062846945,French Exit,0,Patrick deWitt,3.52,fiction,Harper Collins,ebook,256,August,2018,0.0,1,11,0
1324,9789381841372,Wedding Pickle,0,Neha Sharma,4.03,asian-literature,Grapevine India,Paperback,264,January,2018,0.0,0,14,0
1325,9780525557623,An Unwanted Guest,0,Shari Lapena,3.75,mystery,Pamela Dorman Books ,Hardcover,290,August,2018,0.0,0,17,0
1326,9780399590245,Brass,0,Xhenet Aliu,3.68,fiction,Penguin Random House,Hardcover,304,January,2018,0.0,1,5,0
1327,9780525521426,Washington Black,0,Esi Edugyan,4.01,historical,Penguin Random House,Hardcover,334,September,2018,0.0,1,16,0
1328,9781632868305,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,0,Johann Hari,4.3,non-fiction,Bloomsbury USA ,Hardcover,322,January,2018,0.0,0,89,0
1329,9780735217355,Twisted Prey,1,John Sandford,4.38,mystery,G.P. Putnam’s Sons,Hardcover,387,April,2018,0.0,0,12,0
1330,9780008244095,I Was Born for This,0,Alice Oseman,4.13,contemporary,Harper Collins,Paperback,395,May,2018,0.0,1,19,0
1331,9781250153708,The Adventure Zone: Here There Be Gerblins,1,Clint McElroy,4.31,fantasy,First Second,Paperback,256,July,2018,0.0,0,42,0
1332,9780385543873,The Water Cure,0,Sophie Mackintosh,3.29,fiction,Penguin Random House,Hardcover,288,January,2019,0.0,1,14,0
1333,9780062419019,The Woman Left Behind,1,Linda Howard,4.09,romance,Harper Collins,Hardcover,368,March,2018,0.0,1,21,0
1334,9780800734732,The Hope of Azure Springs,0,Rachel Fordham,4.31,historical,Revell,Paperback,336,July,2018,0.0,0,25,0
1335,9780385687003,The Girl Who Smiled Beads: A Story of War and What Comes After,0,Clemantine Wamariya,4.2,non-fiction,Penguin Random House,Hardcover,275,April,2018,0.0,1,62,0
1336,9780062418388,Puddin',1,Julie   Murphy,4.04,young-adult,Harper Collins,Hardcover,428,May,2018,0.0,1,7,0
1337,9781476778150,The Philosopher's Flight,1,Tom        Miller,3.9,fantasy,Simon & Schuster,Hardcover,422,February,2018,0.0,1,24,0
1338,9781524797119,The Last Jedi,1,Jason Fry,3.97,media-tie-in,Del Rey Books,Hardcover,317,March,2018,0.0,0,13,0
1339,9781250105684,The Lost Man,0,Jane Harper,4.22,mystery,Macmillan,Hardcover,340,February,2019,0.0,1,12,0
1340,9781524761554,The Pisces,0,Melissa Broder,3.24,fiction,Hogarth Press,Hardcover,270,May,2018,0.0,0,10,0
1341,9780996893886,Tap That,0,Jennifer Blackwood,4.07,romance,"RC Boldt Publishing, LLC",ebook,262,March,2018,0.0,0,8,0
1342,9780802127358,Freshwater,0,Akwaeke Emezi,3.99,fiction,Grove Press,Hardcover,229,February,2018,0.0,0,10,0
1343,9780060921705,"Barracoon: The Story of the Last ""Black Cargo""",0,Zora Neale Hurston,4.05,non-fiction,Harper Collins,Paperback,193,May,2018,0.0,1,46,0
1344,9780802127556,Happiness,0,Aminatta Forna,3.91,fiction,Atlantic Monthly Press,Hardcover,312,March,2018,0.0,0,9,0
1345,9781984924957,The Newlyweds,1,J. Bengtsson,4.38,romance,J. Bengtsson,Paperback,368,February,2018,0.0,0,13,0
1346,9781595148247,Immortal Reign,1,Morgan Rhodes,4.17,fantasy,Razorbill ,Hardcover,391,February,2018,0.0,0,14,0
1347,9780062663849,November Road,0,Lou Berney,3.85,historical,Harper Collins,Hardcover,303,October,2018,0.0,1,13,0
1348,9780062666260,Beyond a Darkened Shore,0,Jessica Leake,3.83,fantasy,Harper Collins,Hardcover,435,April,2018,0.0,1,23,0
1349,9780062566775,Hurts to Love You,1,Alisha Rai,3.92,romance,Harper Collins,ebook,384,March,2018,0.0,1,17,0
1350,9780062381002,Stormcaster,1,Cinda Williams Chima,4.27,fantasy,Harper Collins,Hardcover,535,April,2018,0.0,1,11,0
1351,9781616957780,The Widows of Malabar Hill,1,Sujata Massey,3.92,mystery,Soho Press,Hardcover,385,January,2018,0.0,0,26,0
1352,9781444763584,Early Riser,0,Jasper Fforde,3.87,fantasy,Hodder & Stoughton,Hardcover,402,August,2018,0.0,0,11,0
1353,9781501176371,Limelight,0,Amy Poeppel,3.87,fiction,Atria/Emily Bestler Books ,Hardcover,406,May,2018,0.0,0,9,0
1354,9781534306912,"Monstress, Vol. 3: Haven",1,Marjorie M. Liu,4.26,sequential-art,Image Comics,Paperback,168,September,2018,0.0,0,24,0
1355,9781787330696,The Only Story,0,Julian Barnes,3.62,fiction,Jonathan Cape ,Hardcover,213,February,2018,0.0,0,14,0
1356,9781473562523,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,0,Brené Brown,4.17,non-fiction,Ebury Digital,ebook,332,October,2018,0.0,0,60,0
1357,9781250161567,Leverage in Death,1,J.D. Robb,4.35,mystery,Macmillan,Hardcover,385,September,2018,0.0,1,17,0
1358,9780735211759,Broad Band: The Untold Story of the Women Who Made the Internet,0,Claire L.  Evans,3.97,non-fiction,Portfolio,Hardcover,288,March,2018,0.0,0,63,0
1359,9780735213890,The Incendiaries,0,R.O. Kwon,3.28,fiction,Riverhead Books,Hardcover,214,July,2018,0.0,0,16,0
1360,9780062398970,The Case for Jamie,1,Brittany Cavallaro,4.03,mystery,Harper Collins,Hardcover,349,March,2018,0.0,1,18,0
1361,9780062652850,Heart of Iron,1,Ashley Poston,3.8,young-adult,Harper Collins,Hardcover,467,February,2018,0.0,1,13,0
1362,9780349419312,Fight or Flight,0,Samantha Young,3.82,romance,Piatkus,Paperback,288,October,2018,0.0,0,15,0
1363,9781942874416,The Varlet and the Voyeur,1,L.H. Cosway,4.05,romance,Cipher-Naught ,Paperback,344,June,2018,0.0,0,25,0
1364,9780812988635,The Largesse of the Sea Maiden,0,Denis Johnson,3.78,short-stories,Penguin Random House,Hardcover,207,January,2018,0.0,1,30,0
1365,9781534408968,Emergency Contact,0,Mary H.K. Choi,3.74,young-adult,Simon & Schuster,Hardcover,394,March,2018,0.0,1,17,0
1367,9781488030437,Everlife,1,Gena Showalter,4.05,fantasy,Harper Collins,ebook,304,February,2018,0.0,1,8,0
1368,9781501179341,West,0,Carys Davies,3.71,historical,Simon & Schuster,Hardcover,160,April,2018,0.0,1,4,0
1369,9781501172328,They Come in All Colors,0,Malcolm Hansen,3.39,fiction,Simon & Schuster,Hardcover,336,May,2018,0.0,1,23,0
1370,9781781620304,From a Low and Quiet Sea,0,Donal Ryan,3.83,fiction,Penguin Random House,Paperback,192,March,2018,0.0,1,24,0
1371,9781250066206,Kingdom of the Blind,1,Louise Penny,4.38,mystery,Macmillan,Hardcover,400,November,2018,0.0,1,20,0
1372,9781501155673,The Wolves of Winter,0,Tyrell Johnson,3.76,fiction,Simon & Schuster,Hardcover,312,January,2018,0.0,1,20,0
1373,9780316551700,Escaping from Houdini,1,Kerri Maniscalco,4.12,historical,Jimmy Patterson,Hardcover,437,September,2018,0.0,0,21,0
1374,9781101985557,Into the Black Nowhere,1,Meg Gardiner,4.12,thriller,Dutton,Hardcover,355,January,2018,0.0,0,22,0
1375,9781250105714,Sadie,0,Courtney Summers,4.19,young-adult,Wednesday Books,Hardcover,308,September,2018,0.0,0,5,0
1376,9780399592065,Everything Happens for a Reason: And Other Lies I've Loved,0,Kate Bowler,3.75,non-fiction,Penguin Random House,Hardcover,178,February,2018,0.0,1,58,0
1377,9781603094382,Girl Town,0,Carolyn Nowak,3.73,sequential-art,Top Shelf Productions ,Paperback,160,November,2018,0.0,0,9,0
1378,9780997005585,Sleeping with Monsters,1,Amelia Hutchins,4.49,fantasy,Amelia Hutchins,ebook,456,April,2018,0.0,0,22,0
1379,9781616206253,Southernmost,0,Silas House,3.98,fiction,Algonquin Books,Hardcover,336,June,2018,0.0,0,12,0
1380,9780316463997,The Astonishing Color of After,0,Emily X.R. Pan,4.14,young-adult,Hachette,Hardcover,462,March,2018,0.0,1,30,0
1381,9780062802231,Fascism: A Warning,0,Madeleine K. Albright,4.3,non-fiction,Harper Collins,ebook,320,April,2018,0.0,1,18,0
1382,9781506700403,"The Legend of Korra: Turf Wars, Part Two",1,Michael Dante DiMartino,4.26,sequential-art,Dark Horse Comics,Paperback,76,January,2018,0.0,0,40,0
1383,9780525427575,"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",0,Steven Pinker,4.23,non-fiction,Penguin Random House,Hardcover,576,February,2018,0.0,1,71,0
1384,9781250154194,Jar of Hearts,0,Jennifer Hillier,4.07,thriller,Macmillan,Hardcover,311,June,2018,0.0,1,13,0
1385,9781501166761,Asymmetry,0,Lisa Halliday,3.5,fiction,Simon & Schuster,Hardcover,277,February,2018,0.0,1,9,0
1386,9781501181801,Good and Mad: The Revolutionary Power of Women's Anger,0,Rebecca Traister,4.44,non-fiction,Simon & Schuster,ebook,320,October,2018,0.0,1,54,0
1387,9781626496330,Romantic Behavior,1,L.A. Witt,4.07,romance,Riptide Publishing ,ebook,106,January,2018,0.0,0,17,0
1388,9780143786115,The Shepherd's Hut,0,Tim Winton,4.1,fiction,Hamish Hamilton ,Hardcover,267,March,2018,0.0,0,18,0
1389,9781985603479,Fresh Catch,1,Kate Canterbary,4.08,romance,Vesper Press,Paperback,260,February,2018,0.0,0,11,0
1390,9781982102319,Elevation,0,Stephen King,3.68,fiction,Simon & Schuster,Hardcover,146,October,2018,0.0,1,9,1
1391,9781524715878,The Beauty That Remains,0,Ashley Woodfolk,3.81,young-adult,Penguin Random House,Hardcover,327,March,2018,0.0,1,23,0
1392,9780062563170,War of the Wolf,1,Bernard Cornwell,4.33,historical,Harper Collins,Hardcover,352,October,2018,0.0,1,15,0
1393,9781101980071,Killing It: An Education,0,Camas Davis,3.77,non-fiction,Penguin Random House,Hardcover,352,July,2018,0.0,1,24,0
1394,9780062696601,Sawkill Girls,0,Claire Legrand,3.75,young-adult,Harper Collins,Hardcover,450,October,2018,0.0,1,13,0
1395,9780062742346,Damsel,0,Elana K. Arnold,3.46,fantasy,Harper Collins,ebook,320,October,2018,0.0,1,6,0
1396,9781501174179,It's Even Worse Than You Think: What the Trump Administration is Doing to America,0,David Cay Johnston,4.06,politics,Simon & Schuster,ebook,320,January,2018,0.0,1,81,0
1397,9781472251473,Ruin,1,Samantha Towle,3.94,romance,Headline Eternal ,Paperback,304,March,2018,0.0,0,4,0
1398,9780525520108,God Save Texas: A Journey Into the Soul of the Lone Star State,0,Lawrence Wright,4.03,non-fiction,Penguin Random House,Hardcover,368,April,2018,0.0,1,62,0
1399,9781401954871,"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store",0,Cait Flanders,3.53,non-fiction,"Hay House, Inc.",Hardcover,189,January,2018,0.0,0,137,0
1400,9780735273962,Women Talking,0,Miriam Toews,3.64,fiction,Penguin Random House,Hardcover,240,August,2018,0.0,1,13,0
1401,9781477808948,"Hell's Princess: The Mystery of Belle Gunness, Butcher of Men",0,Harold Schechter,3.42,crime,Little A,Paperback,334,April,2018,0.0,0,61,0
1402,9780544800892,Ecstasy,0,Mary Sharratt,3.61,historical,Houghton Mifflin Harcourt,Hardcover,387,April,2018,0.0,0,7,0
1403,9780399167508,The Gone World,0,Tom Sweterlitsch,3.95,science-fiction,Penguin Random House,Hardcover,383,February,2018,0.0,1,14,0
1404,9780765388919,Head On,1,John Scalzi,4.01,science-fiction,Macmillan,Hardcover,335,April,2018,0.0,1,7,0
1405,9781250113429,The Merry Spinster: Tales of Everyday Horror,0,Mallory Ortberg,3.36,short-stories,Holt Paperbacks,Paperback,190,March,2018,0.0,0,44,0
1406,9781543641929,Digging In,0,Loretta Nyhan,3.8,fiction,Brilliance Audio,Audio CD,8,April,2018,0.0,0,10,0
1407,9780062678737,The Gate Keeper,1,Charles Todd,4.12,mystery,Harper Collins,ebook,336,February,2018,0.0,1,15,0
1408,9780316486576,"Going to the Mountain: Life Lessons from My Grandfather, Nelson Mandela",0,Ndaba Mandela,4.09,non-fiction,Hachette,Hardcover,272,June,2018,0.0,1,71,0
1409,9780062679109,The Cabin at the End of the World,0,Paul Tremblay,3.31,horror,Harper Collins,Hardcover,272,June,2018,0.0,1,33,0
1410,9781593766801,The Job of the Wasp,0,Colin Winnette,3.2,horror,Soft Skull Press,Paperback,208,January,2018,0.0,0,19,0
1411,9781912240203,The Electric Woman: A Memoir in Death-Defying Acts,0,Tessa Fontaine,3.93,autobiography,Sandstone Press,Paperback,244,May,2018,0.0,0,50,0
1412,9780451492128,Brief Cases,1,Jim Butcher,4.42,fantasy,Ace,ebook,516,June,2018,0.0,0,11,0
1413,9781501180637,Mr. Flood's Last Resort,0,Jess Kidd,3.75,fiction,Simon & Schuster,Hardcover,352,May,2018,0.0,1,23,0
1414,9780857667816,Space Unicorn Blues,1,T.J. Berry,3.87,science-fiction,Angry Robot,Paperback,400,July,2018,0.0,0,19,0
1415,9780525512172,21 Lessons for the 21st Century,0,Yuval Noah Harari,4.2,non-fiction,Spiegel & Grau ,Hardcover,372,September,2018,0.0,0,31,0
1416,9781484781296,Reflection,1,Elizabeth Lim,4.01,fantasy,Hachette,Hardcover,408,March,2018,0.0,1,10,0
1417,9780778330004,Tear Me Apart,0,J.T. Ellison,4.17,thriller,MIRA,Paperback,489,August,2018,0.0,0,13,0
1418,9780525522775,Ghosted,0,Rosie Walsh,3.75,fiction,Pamela Dorman Books ,Hardcover,337,July,2018,0.0,0,7,0
1419,9780385543521,Social Creature,0,Tara Isabella Burton,3.35,fiction,Penguin Random House,Hardcover,273,June,2018,0.0,1,15,0
1420,9781335692290,Ace of Shades,1,Amanda Foody,3.88,fantasy,Harper Collins,Hardcover,411,April,2018,0.0,1,13,0
1421,9781985381469,On His Knees,1,Laura Kaye,4.14,erotica,CreateSpace Independent Publishing Platform,Paperback,168,February,2018,0.0,0,12,0
1422,9780316509510,Wrecked,1,Joe Ide,3.89,mystery,Mulholland Books,Hardcover,352,October,2018,0.0,0,7,0
1423,9780374261597,Severance,0,Ling  Ma,3.85,fiction,Macmillan,Hardcover,291,August,2018,0.0,1,9,0
1424,9780765392275,Love Songs & Other Lies,0,Jessica Pennington,3.74,romance,Tor Teen,Hardcover,288,April,2018,0.0,0,23,0
1425,9780698183537,Night and Silence,1,Seanan McGuire,4.4,fantasy,DAW Books,ebook,510,September,2018,0.0,0,17,0
1426,9781401275426,"Aquaman, Volume 4: Underworld",1,Dan Abnett,4.2,sequential-art,DC Comics,Paperback,152,January,2018,0.0,0,29,0
1427,9780062676788,The Word Is Murder,1,Anthony Horowitz,3.92,mystery,Harper Collins,Hardcover,390,June,2018,0.0,1,18,0
1428,9780525574682,One Day in December,0,Josie Silver,4.01,romance,Broadway Books,Paperback,409,October,2018,0.0,0,19,0
1429,9781338045390,The Traitor's Game,1,Jennifer A. Nielsen,3.79,fantasy,Scholastic,ebook,384,February,2018,0.0,0,18,0
1430,9781324002642,The Fifth Risk,0,Michael   Lewis,4.06,non-fiction,W. W. NortonCompany,Hardcover,219,October,2018,0.0,0,14,0
1431,9780062473509,Just the Funny Parts: ... And a Few Hard Truths About Sneaking Into the Hollywood Boys' Club,0,Nell Scovell,3.94,non-fiction,Harper Collins,ebook,316,March,2018,0.0,1,92,0
1432,9781683318347,#FashionVictim,0,Amina Akhtar,3.31,fiction,Crooked Lane Books ,Hardcover,282,September,2018,0.0,0,14,0
1433,9781101987827,Ocean Light,1,Nalini Singh,4.22,romance,Penguin Random House,Hardcover,403,June,2018,0.0,1,11,0
1434,9781250132437,Nikan Rebuilt,1,Scarlett Cole,4.17,romance,Swerve,ebook,250,January,2018,0.0,0,13,0
1435,9781524759933,A False Report: A True Story of Rape in America,0,T. Christian Miller,4.28,non-fiction,Penguin Random House,Hardcover,304,February,2018,0.0,1,47,0
1436,9781302908522,"Runaways, Vol. 1: Find Your Way Home",1,Rainbow Rowell,3.92,sequential-art,Marvel,Paperback,136,May,2018,0.0,0,36,0
1437,9781538715482,Verses for the Dead,1,Douglas Preston,4.21,mystery,Hachette,Hardcover,448,December,2018,0.0,1,19,0
1438,9781481470377,Ocean Meets Sky,0,Terry Fan,4.26,childrens,Simon & Schuster,Hardcover,48,May,2018,0.0,1,15,0
1439,9780374279486,Evening in Paradise: More Stories,0,Lucia Berlin,4.02,short-stories,Macmillan,Hardcover,244,November,2018,0.0,1,33,0
1440,9780385544153,The Reckoning,0,John Grisham,3.75,fiction,Penguin Random House,Hardcover,420,October,2018,0.0,1,13,1
1441,9781250152961,Leveled,1,Cathryn Fox,3.89,romance,Swerve,ebook,112,January,2018,0.0,0,7,0
1442,9781481497299,The Tangled Lands,1,Paolo Bacigalupi,3.6,fantasy,Gallery / Saga Press,Hardcover,304,February,2018,0.0,0,17,0
1443,9780062660343,The Summer Wives,0,Beatriz Williams,3.73,historical,Harper Collins,Hardcover,371,July,2018,0.0,1,16,0
1444,9780316561365,Girls of Paper and Fire,1,Natasha Ngan,3.85,fantasy,Jimmy Patterson Books,Hardcover,400,November,2018,0.0,0,23,0
1445,9780399585326,The Other Lady Vanishes,1,Amanda Quick,3.87,romance,Penguin Random House,Hardcover,340,May,2018,0.0,1,23,0
1446,9780062658944,The Final Six,1,Alexandra Monir,3.79,science-fiction,Harper Collins,Hardcover,352,March,2018,0.0,1,13,0
1447,9781449494254,She Felt Like Feeling Nothing,1,R.H. Sin,3.81,poetry,Andrews McMeel Publishing,Paperback,144,April,2018,0.0,0,29,0
1448,9780399585623,Why Kill the Innocent,1,C.S. Harris,4.17,mystery,Penguin Random House,Hardcover,335,April,2018,0.0,1,21,0
1449,9780393635249,These Truths: A History of the United States,0,Jill Lepore,4.41,history,W. W. NortonCompany,Hardcover,933,September,2018,0.0,0,44,0
1450,9780062819826,My Dear Hamilton,0,Stephanie Dray,4.28,historical,Harper Collins,Hardcover,641,April,2018,0.0,1,16,0
1451,9780062391940,Cave of Bones,1,Anne Hillerman,3.98,mystery,Harper Collins,ebook,416,April,2018,0.0,1,13,0
1452,9780802127488,The Bomb Maker,0,Thomas Perry,3.81,thriller,Mysterious Press ,Hardcover,384,January,2018,0.0,0,14,0
1453,9781501196508,"Goodbye, Paris",0,Anstey Harris,3.73,fiction,Simon & Schuster,Hardcover,279,August,2018,0.0,1,14,0
1454,9781542047098,The Good Liar,0,Catherine McKenzie,3.93,mystery,Lake Union Publishing,Paperback,382,April,2018,0.0,0,13,0
1455,9781419727726,The Good Neighbor: The Life and Work of Fred Rogers,0,Maxwell King,4.01,biography,Harry N. Abrams,Hardcover,416,September,2018,0.0,0,51,0
1456,9781542045865,Daughters of the Night Sky,0,Aimie K. Runyan,4.17,historical,Lake Union Publishing ,Paperback,301,June,2018,0.0,0,26,0
1457,9780753552551,How to Invent Everything: A Survival Guide for the Stranded Time Traveller,0,Ryan North,4.16,non-fiction,Virgin Digital,ebook,464,September,2018,0.0,0,74,0
1458,9780062740656,My Oxford Year,0,Julia Whelan,3.9,romance,Harper Collins,ebook,352,April,2018,0.0,1,14,0
1459,9780062792341,The Mystery of Three Quarters,1,Sophie Hannah,3.68,mystery,Harper Collins,Hardcover,345,August,2018,0.0,1,29,0
1460,9781501138171,The Sixth Day,1,Catherine Coulter,4.08,mystery,Simon & Schuster,Hardcover,515,April,2018,0.0,1,13,0
1461,9781524738235,Royals,1,Rachel Hawkins,3.8,young-adult,Penguin Random House,Hardcover,296,May,2018,0.0,1,6,0
1462,9781594204050,The War Before the War: Fugitive Slaves and the Struggle for America's Soul from the Revolution to the Civil War,0,Andrew Delbanco,4.33,history,Penguin Random House,Hardcover,464,November,2018,0.0,1,112,0
1463,9780385544214,The Silence of the Girls,0,Pat Barker,3.9,historical,Penguin Random House,Hardcover,291,September,2018,0.0,1,24,0
1464,9781488097225,Shadow of the Fox,1,Julie Kagawa,4.01,fantasy,Harper Collins,ebook,409,October,2018,0.0,1,17,0
1465,9780571301645,Don't Skip Out on Me,0,Willy Vlautin,4.14,fiction,Faber & Faber,Paperback,304,January,2018,0.0,0,20,0
1466,9781501187681,The Girl They Left Behind,0,Roxanne Veletzos,4.08,historical,Simon & Schuster,Hardcover,353,October,2018,0.0,1,25,0
1467,9780399593512,Past Tense,1,Lee Child,4.06,thriller,Penguin Random House,Hardcover,382,November,2018,0.0,1,10,0
